ID,流动比率,资产负债率,销售毛利率,净资产收益率,投入资本回报率,总资产报酬率,应收款周转率,营业收入,所得税,销售额,经营活动产生的现金流量净额,净利润,资产总计,负债合计,所有者权益合计,COUNT(data)_资产负债率_x,COUNT(data)_应收款周转率_x,MEDIAN(data.应收款周转率.COUNT(data))_流动比率,STD(data.净资产收益率.COUNT(data))_流动比率,STD(data.总资产报酬率.COUNT(data))_流动比率,SUM(data.流动比率.COUNT(data))_资产负债率,MAX(data.流动比率.COUNT(data))_销售毛利率,SUM(data.总资产报酬率.COUNT(data))_销售毛利率,MEAN(data.应收款周转率.COUNT(data))_净资产收益率,SUM(data.资产负债率.COUNT(data))_净资产收益率,MEAN(data.流动比率.COUNT(data))_投入资本回报率
813,0.4898,92.313,0.5124,-185.2904,-154.4274,-112.7612,30.7788,2546615546.41,1075873.22,3300407047.06,1262925.39,-623050433.57,326404853.21,301314065.19,25090788.02,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
814,1.9989,40.2112,75.4955,38.8661,36.2934,25.5631,12.6548,2472474537.36,67526585.71,2871995556.93,765428541.12,573519304.75,2911144598.05,1170607195.55,1740537402.5,1.0,1.0,1.5,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
815,1.2412,89.4915,15.3527,17.1522,4.7053,2.9488,6.9222,348426457458.58,8246075651.65,419025168949.18,42172427796.58,16023308488.09,1036545456299.88,927619604477.99,108925851821.89,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
816,2.6373,18.8222,35.9456,11.5715,11.2297,11.7262,2.5478,269338270.38,15396314.05,282474533.98,28602531.89,47592741.21,526117369.28,99027125.15,427090244.13,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
817,1.0328,52.8175,58.3566,30.0988,20.6163,19.1474,7.2309,3441886027.95,119822846.11,3515415995.39,237486989.74,369645279.23,2858748336.82,1509919085.86,1348829250.96,1.0,2.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,3.0
818,1.3161,46.4719,35.5502,-7.7775,-4.2553,-3.3422,0.8376,373316060.43,-11682178.6,381691024.72,-62796744.23,-96307614.42,2242941280.4,1042336448.95,1200604831.45,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
819,1.0309,68.7702,21.6459,28.19,24.2087,7.9224,2.5639,1137576082.41,8159903.32,849566635.06,-51039649.58,62799804.77,1219742174.88,838818944.2,380923230.68,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
820,5.8948,14.6661,25.9437,8.328,8.0959,8.0009,5.6455,1142786769.84,18204355.33,1005180877.12,128843112.13,119254712.86,1869047260.01,274115941.66,1594931318.35,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
821,1.3975,70.4658,28.7459,23.4563,20.1779,9.0748,2.1556,846724454.65,11562026.1,688024855.94,166166127.02,70860370.57,1132588108.29,798087809.39,334500298.9,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
822,1.6221,50.84,21.5785,13.3747,10.7216,7.4333,3.382,1594594984.84,13307376.68,1218766498.49,-68949666.87,92446535.43,1926012401.55,979184738.47,946827663.08,1.0,3.0,3.0,,,1.0,1.0,1.0,3.0,1.0,1.0
823,0.9166,58.1168,6.3715,3.8932,3.3368,3.5101,110.4354,6664372997.57,34356716.58,8420276420.37,-126461193.24,70619222.46,4627839254.05,2689551621.53,1938287632.52,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
824,1.1283,89.6232,8.6879,-126.3688,-58.7366,-27.5745,0.4033,371517727.4,66815272.25,945370988.4,-86609982.45,-951754212.46,2512213488.17,2251526136.7,260687351.47,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
825,7.7292,11.6624,47.4945,19.8625,20.0527,18.0364,3.0865,684124612.26,32865336.15,301265079.56,-3886241.9,200811445.9,1746003227.49,203626419.34,1542376808.15,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
826,1.8558,40.1747,32.533,10.5566,9.2058,7.8215,1.5613,2572487726.02,56623230.56,2362625064.46,210127345.54,333278796.41,5457255340.93,2192434877.78,3264820463.15,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
827,2.7492,29.9676,33.8959,13.5246,12.8761,11.3306,2.1993,480274498.75,13914578.39,472362917.58,35033259.67,52877693.49,738743949.06,221383806.53,517360142.53,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
828,4.3347,13.8641,39.594,5.6879,5.241,5.7117,1.7679,472244045.28,11949513.78,489747916.16,96911980.0,71717252.09,1513824221.74,209877424.14,1303946797.6,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
829,4.1742,21.612,57.291,48.9086,48.0051,37.2895,1.7702,207584958.79,13978572.61,163509387.12,23507827.57,80236980.96,298098491.37,64424973.01,233673518.36,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
830,5.1541,15.5698,36.8641,2.588,2.2449,2.034,3.1336,118294591.28,906911.18,127923168.93,-5852377.75,9357644.52,432575993.43,67351227.86,365224765.57,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
831,1.9024,38.4164,18.6364,10.6643,9.8055,8.5116,5.656,734894730.02,7881805.7,836753544.35,16424027.18,33472888.54,610158136.69,234400956.46,375757180.23,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
832,5.5789,17.7295,54.4513,19.4159,17.2153,18.2857,1.0934,73154003.83,2910241.5,69927452.82,-34647.78,20195472.7,149964902.76,26588009.02,123376893.74,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
833,1.6741,50.5803,27.2199,45.2613,38.7176,27.657,4.4405,270378475.59,11238456.24,240765918.17,7505886.94,28941205.11,207973916.43,105193899.84,102780016.59,1.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0
834,8.1016,9.7596,31.3492,3.005,2.4599,3.0793,10.1453,880866312.97,15490969.74,967289020.28,54596729.0,45970912.14,1989302542.15,194147949.5,1795154592.65,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
835,1.403,53.3162,53.3957,2.5273,2.7189,4.541,3.7138,2471770221.96,40760873.33,2322826451.89,-508955140.67,102308559.07,10336406520.68,5510976501.58,4825430019.1,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
836,2.1332,38.7692,18.7613,11.4117,10.2926,10.32,5.3475,670080620.98,5708635.46,504155740.84,-188414191.15,49432446.55,731478751.94,283588465.29,447890286.65,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
837,0.7623,60.7327,34.6881,42.6732,24.3937,20.0304,29.3748,4587533894.57,287645023.61,3969207623.49,1029429722.14,767836046.79,5987757605.49,3636523899.86,2351233705.63,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
838,2.8515,32.1237,72.7247,65.3983,58.0205,52.3966,4.6727,12013553185.42,1258329392.71,12369216727.9,4156254605.06,5973395164.18,15554602846.85,4996720604.47,10557882242.38,1.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0
839,7.6964,12.9903,66.9129,26.6911,26.2022,24.8799,2.4522,80333437.95,2850081.33,85756720.1,18441066.92,25258816.14,142215134.91,18474104.7,123741030.21,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
840,3.7568,21.2376,52.2585,18.8601,18.5533,14.9536,2.2238,366348460.38,5298977.05,379324023.12,9782834.28,68644053.67,491818471.34,104450531.95,387367939.39,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
841,1.594,35.8339,14.5217,9.6576,8.7753,7.1956,4.9375,4187168250.54,24294981.59,3766459205.96,-184023086.62,240449838.68,5135176732.12,1840135659.38,3295041072.74,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0
842,1.5771,42.2517,40.3951,9.9126,8.0131,7.9836,2.1953,3031653191.23,68948968.76,3222560284.19,-641149209.79,366256481.65,6929876503.75,2927991238.14,4001885265.61,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
843,1.884,49.8378,44.8534,20.5165,15.3356,10.3279,1.2904,1665603140.64,7969752.61,1717081460.3,161074599.89,411683240.51,5393537092.11,2688018687.07,2705518405.04,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
844,1.8064,23.1704,70.9725,10.8016,9.069,10.1723,16.3942,1171925681.31,50170847.11,1524800856.66,244919326.56,182645282.37,2319727768.69,537490074.2,1782237694.49,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
845,1.7809,29.4061,73.2638,4.502,3.3897,4.9951,3.6779,450366981.74,25467829.43,442846005.22,19218215.39,47723503.05,1718166654.41,505245300.09,1212921354.32,1.0,2.0,2.0,0.0,0.7071067811865476,2.0,2.0,1.0,2.0,1.0,2.0
846,3.9038,17.4507,29.4722,-1.1116,-0.6655,-0.3191,1.279,353215210.81,3130601.98,425725303.21,52854162.41,-12015260.82,1214368468.99,211916375.33,1002452093.66,1.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0
847,2.8476,23.4281,28.9646,4.6805,4.3718,4.2588,14.0372,937988325.3,6124084.36,989046974.51,99358013.3,34310650.16,1095111729.38,256564235.41,838547493.97,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
848,1.0627,45.3375,17.7578,1.6062,1.9457,3.3127,12.2203,1830606073.38,27835157.88,1560257556.44,-189689698.8,31487994.55,3597669049.9,1631093940.43,1966575109.47,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
849,1.7977,44.1192,26.5729,9.555,7.9095,7.0573,1.5207,5245589747.45,68023676.05,5470507823.35,706321850.29,635913359.92,12538906893.37,5532070111.64,7006836781.73,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
850,1.8237,43.6234,28.1603,12.9981,12.4387,8.8751,2.159,1593794089.45,55764375.82,702801988.53,-70412508.29,325293139.26,4722867903.58,2060275671.51,2662592232.07,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
851,4.5134,11.3472,77.2575,9.0023,8.859,10.0648,35.8302,938883499.8,40422377.83,886362940.85,45572205.17,146356420.23,1869408347.88,212125324.42,1657283023.46,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
852,1.0674,86.9331,11.7108,22.4936,14.1508,4.3723,2.166,2202513655.46,13413481.5,1620315858.9,-53087694.36,64993963.57,2460018116.29,2138570783.07,321447333.22,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
853,2.0432,31.5165,55.072,8.9608,8.1452,6.4347,3.313,1517788227.33,12644034.81,1453082774.4,166227588.88,156202541.31,2822793446.81,889646424.11,1933147022.7,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
854,2.0265,37.7425,17.5128,6.6987,5.3562,5.6626,12.3926,5952213875.26,58914197.44,6423692976.03,370846530.29,487743406.82,11670721466.86,4404827084.34,7265894382.52,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
855,1.7498,44.8858,16.6045,9.5138,8.0005,7.6986,7.399,5788336180.57,68010105.66,5509275549.63,426804167.59,415545233.81,8261926647.3,3708434656.24,4553491991.06,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
856,1.6308,30.6257,48.83,18.234,17.3136,14.1567,6.7484,1250671444.83,15139776.6,1281905819.49,183963073.04,128020133.37,1108388531.51,339452211.84,768936319.67,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
857,6.2227,11.6186,30.1966,8.7994,8.3715,9.0517,48.5014,847092927.94,15984182.51,985909919.27,87910420.97,75855045.12,995658652.77,115681494.11,879977158.66,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
858,0.3143,85.3316,25.3287,-679.6515,-336.9205,-183.9517,5.5899,105225957.21,881501.66,175726102.42,-12053551.91,-1946481642.98,1403030911.09,1197229068.79,205801842.3,1.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0
859,2.1395,27.0794,49.2478,21.8876,23.2252,20.0293,6.2186,123834989.49,4505447.56,125221224.99,37055652.9,36578345.18,237246091.8,64244726.98,173001364.82,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
860,2.3256,37.4032,28.3904,13.4102,12.8727,9.1948,1.4212,1224376569.9,43337255.34,681131946.64,15534548.54,243064023.67,3870001411.08,1447505918.27,2422495492.81,1.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,3.0
861,2.1046,38.441,31.3194,8.3093,6.7714,6.514,2.4222,2395169023.57,55044538.34,2230011909.33,295957790.15,202645204.36,4226307823.34,1624633127.85,2601674695.49,1.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0
862,0.3606,139.8112,36.0708,350.8397,-184.5455,-52.9447,14.8844,47605091.18,3251667.83,58573487.15,-25957203.22,-118441554.89,282461222.24,394912530.74,-112451308.5,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
863,1.1269,30.5208,56.0891,29.1224,28.3151,25.952,340.5359,1489259227.88,66827154.25,1583492368.57,301196909.8,200304912.89,1134087233.15,346131931.7,787955301.45,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
864,1.9021,39.298,24.9167,5.4858,5.6055,4.0925,2.9498,3687813118.04,41121683.8,5178757495.83,504646790.39,196434848.52,5901274219.57,2319081816.8,3582192402.77,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0
865,1.9529,40.6651,36.6528,,16.2887,12.2498,5.4745,713190158.62,9856231.18,815237989.41,12024077.96,58114169.41,572240979.95,232702481.52,339538498.43,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0
866,2.6019,37.7341,18.9287,4.3867,4.2862,4.6502,5.0475,1383749943.77,14863315.28,1294876452.96,37203335.79,53915243.97,2311006696.65,872038709.88,1438967986.77,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
867,5.1189,17.4231,43.3572,14.0976,13.9832,15.3243,9.3799,483573418.49,33452471.68,289048768.66,109830841.69,123815836.8,1127753030.05,196489500.58,931263529.47,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
868,0.7142,55.3808,26.4745,3.5214,3.0832,5.3969,13.1301,4353827869.23,176538893.9,2449226973.08,470415372.9,113164637.6,9601306132.33,5317276557.14,4284029575.19,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
869,1.5351,54.8993,35.3766,2.3311,2.8046,2.5897,0.4816,493313208.68,6840231.42,273287268.44,-115546034.67,21211842.35,2507959964.65,1376852014.23,1131107950.42,2.0,1.0,1.0,,,2.0,1.0,1.0,1.0,2.0,1.5
870,1.8529,50.7999,18.3281,3.0873,2.0551,2.4286,108.7435,911676973.95,17133509.15,1175096349.0,438757684.61,39723323.38,3468803741.25,1762148826.91,1706654914.34,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
871,1.9973,49.6977,53.2539,,4.0764,2.4923,3.4543,74527765.15,-3540.08,58300699.67,-56663241.91,7100799.66,286247609.48,142258475.43,143989134.05,2.0,1.0,1.0,0.5773502691896258,0.0,4.0,3.0,1.0,,,3.0
872,1.5659,36.2725,47.8154,6.4048,6.2186,6.5189,1.6364,161126241.21,5254878.35,143165543.04,34704995.03,9799252.08,272629590.05,98889478.89,173740111.16,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
873,0.9264,58.909,48.4998,77.2356,77.0321,37.9416,1180.7514,564730597.91,22234104.79,657740839.56,150220961.08,134203609.32,459910594.74,270928948.63,188981646.11,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
874,1.7143,47.6434,45.452,8.86,7.0827,7.1072,2.5128,3946276083.68,88243459.1,4050694156.15,-214589717.01,987046196.45,20154662724.2,9602376278.78,10552286445.42,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
875,2.051,28.8396,43.3913,25.3082,24.5139,21.1381,3.1533,204779402.99,6746155.28,177551017.82,29222647.67,45724972.05,293752048.01,84716870.87,209035177.14,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
876,1.5253,42.8925,9.057,9.536,8.8305,6.4271,109.2649,6699527470.8,122.96,7054353246.86,54854300.74,216246049.68,4160249198.45,1784434776.24,2375814422.21,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
877,1.1092,70.4793,20.7128,22.4795,14.2258,8.9283,3.9394,1669980941.3,13988860.04,1338495515.05,170379846.16,88023603.28,1475524007.6,1039938879.95,435585127.65,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
878,28.0325,2.8886,11.4511,3.5988,3.0676,3.8792,79.0522,1371556562.95,9506747.43,1451191746.31,-26490082.62,88417327.3,2500821360.62,72239482.08,2428581878.54,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
879,5.2966,18.4193,56.9583,20.0474,19.6667,18.0774,1.4463,298311769.47,12805521.03,184305087.0,45924755.7,84829878.62,577980269.81,106459758.39,471520511.42,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
880,1.325,28.1589,43.6492,2.9254,3.2566,5.3006,3.813,422405637.01,24784797.91,436968666.83,4229099.44,35809815.12,1871234376.91,526918994.4,1344315382.51,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
881,3.5842,14.4168,59.5776,18.8577,18.2302,17.8142,10.051,214557254.42,6154714.52,212602164.23,62327311.93,40719913.52,281015855.22,40513492.34,240502362.88,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
882,2.5452,31.613,42.6062,17.3821,17.0274,14.1155,2.6423,477762957.35,10756966.56,470024075.13,65865484.57,80777871.48,724428823.98,229014034.58,495414789.4,2.0,1.0,1.0,,,2.0,1.0,1.0,1.0,2.0,1.0
883,10.96,6.7683,35.6817,3.9501,3.7182,4.604,6.9241,2354485579.21,58960337.47,2494641005.13,123894781.22,210670907.77,6048680388.79,409392000.21,5639288388.58,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
884,2.1804,43.8571,52.4668,14.3309,12.0922,11.9872,2.2134,262356285.14,4767502.81,241520511.62,-45075935.89,39119613.82,521856085.43,228870857.91,292985227.52,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0
885,0.9831,75.3196,30.5836,-65.6951,-26.8819,-15.6557,3.5787,7802880743.8,138197980.32,7737707618.03,-124702969.61,-1914549528.6,9550593162.81,7193472801.04,2357120361.77,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
886,0.7285,70.9191,57.0026,10.9632,5.2256,4.3784,2.7769,862485289.73,47245087.66,1845605894.03,-533706375.51,199172294.84,6812027791.87,4831032156.72,1980995635.15,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
887,1.3676,39.2328,26.0998,15.9348,13.8113,11.571,3.9053,2053524706.8,27220958.54,2063688388.23,319163688.02,213188738.56,2305877882.89,904660543.49,1401217339.4,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
888,1.2881,76.8566,31.4198,13.7018,12.8558,3.6728,2.051,879619761.67,5082234.0,820962924.0,20548485.69,45769928.36,1490706523.84,1145706622.41,344999901.43,1.0,1.0,1.0,0.0,0.7071067811865476,2.0,2.0,1.0,1.0,1.0,2.0
889,4.6786,20.9442,42.5304,29.7063,29.4373,24.222,6.1777,489637543.48,12499488.54,498420958.91,99745447.2,84815843.49,379997130.76,79587404.41,300409726.35,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
890,2.097,26.6104,19.2728,12.2023,10.2426,11.8644,9.4306,4003621033.77,112925765.22,4416969269.3,295756679.76,355988088.79,4187230736.27,1114239881.44,3072990854.83,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
891,1.3126,49.3815,31.4524,8.6389,7.1942,6.2594,5.449,411135301.96,4715612.15,436297604.86,-82591566.02,39698489.42,1084528437.33,535556151.33,548972286.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
892,2.7609,22.6172,41.2078,22.3726,22.9294,20.6312,3.8973,353189386.07,10298326.55,343170997.88,30685721.16,73816042.92,441796965.65,99922233.79,341874731.86,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
893,1.7899,32.8916,77.203,11.0904,8.3687,7.7181,21.2117,303650205.36,11828315.99,315562025.59,34920783.42,95294497.99,1601718423.82,526830753.52,1074887670.3,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0
894,2.0923,29.5209,33.6237,29.4452,25.2022,24.7076,4.8031,527602199.09,22767843.84,524990762.94,38033747.9,103663385.55,610983622.76,180367645.28,430615977.48,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
895,1.3455,19.1105,6.9211,-7.1114,-7.9697,-6.4227,2.1225,150110956.21,353378.25,143365945.48,-15194669.97,-56796920.66,848246877.62,162104533.75,686142343.87,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
896,1.3716,64.205,19.5948,27.4085,19.8625,11.6314,5.2545,400180536.3,4465737.66,381992264.52,2022296.16,23034145.37,281986344.76,181049382.76,100936962.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
897,4.7361,16.4208,40.5713,19.1788,18.9203,17.5503,6.0234,222337057.16,6470710.14,158678762.1,60898337.45,61220486.12,388395121.71,63777399.0,324617722.71,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
898,2.8082,30.5401,15.9101,16.2743,14.4021,17.4848,5.6763,3318380050.61,84597539.95,3754248529.76,-52642849.33,242891616.13,2298788727.98,702051846.16,1596736881.82,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
899,1.9353,32.0554,7.9586,10.3366,8.2943,9.3533,19.958,13107106472.31,69945055.45,15094968056.85,179150822.77,408906875.3,6627615496.56,2124510496.16,4503105000.4,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0
900,1.8628,40.3211,46.5421,6.9503,6.4127,5.1919,1.64,245593221.38,2327421.63,211276016.33,7016689.38,17765782.42,435529243.16,175610203.55,259919039.61,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
901,0.9895,68.7889,12.5539,16.6929,11.2416,5.6543,5.2251,2200581194.22,9682380.15,2247776107.93,-241750651.49,58666027.46,1704559093.95,1172547334.39,532011759.56,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
902,1.0537,32.9257,28.2644,0.7884,1.1537,1.8534,3.5174,1692959399.16,31752529.15,1213597865.22,-32546821.71,36711602.36,6914423605.99,2276625667.21,4637797938.78,1.0,1.0,1.0,0.0,0.7071067811865476,2.0,2.0,1.0,1.0,1.0,2.0
903,1.198,80.3504,42.6101,,46.5541,9.3499,2.7804,324504043.71,15925059.03,462138761.33,48792669.8,42891355.15,637226219.49,512013629.15,125212590.34,1.0,1.0,1.0,0.7071067811865476,0.0,2.0,2.0,1.0,,,2.0
904,4.5733,20.2596,22.8741,11.6943,11.1248,12.731,16.4381,837406174.0,14229848.53,904459604.41,24976788.78,43818363.88,497374300.9,100766197.1,396608103.8,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
905,0.8281,53.0149,24.336,-41.7609,-32.278,-22.824,7.8354,1481392133.59,-46671940.78,1446801326.52,73297827.82,-874951321.77,3526869987.07,1869766056.14,1657103930.93,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
906,2.3538,26.9857,69.5584,3.0809,2.6369,2.624,14.5034,875181934.57,11764629.45,1019002228.66,301457530.83,53801878.06,2538126685.7,684932099.87,1853194585.83,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
907,1.9207,34.8598,23.0145,2.6255,3.4704,3.6689,7.5923,1960503136.63,37995445.48,1648537124.07,34839910.6,90651519.1,4545270849.0,1584470991.22,2960799857.78,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0
908,,,,,,,,,,,,,,,,,,,,,,,,,,
909,1.3038,80.4419,29.9244,12.9123,5.5397,4.1631,30.4911,13245601855.39,695969583.88,23784070243.3,6829183442.84,1054060070.69,58862043576.95,47349720299.71,11512323277.24,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
910,0.8863,60.5464,37.1614,20.1196,20.6854,11.7353,12.5111,4203392411.92,87687919.25,4183333521.09,204901266.96,307873758.52,3303432780.67,2000109959.21,1303322821.46,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0
911,0.955,62.1248,20.2444,,12.1041,7.7681,2.8665,364014328.86,4793568.8,326665575.71,32467518.72,29990507.53,447780696.19,278183041.62,169597654.57,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0
912,2.2694,41.613,11.2297,0.8387,2.0853,1.5919,2.1663,3805568989.89,-4820294.77,3814075841.42,139962596.85,48289970.5,8985287962.33,3739051001.74,5246236960.59,1.0,1.0,1.0,0.7071067811865476,0.0,2.0,2.0,1.0,1.0,1.0,2.0
913,8.4222,7.0561,43.7359,10.5321,10.4497,12.113,3.6576,633297424.37,32975954.84,494329437.73,119977289.0,142351308.52,1515218927.45,106915557.07,1408303370.38,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
914,1.4162,46.7,34.8792,-8.1774,-1.9288,-1.2269,1.931,925290768.03,13190131.17,644886913.23,-37032258.18,-89783981.28,2414301120.15,1127478433.87,1286822686.28,1.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0
915,1.0027,67.6292,60.4329,-4.389,-1.2434,-0.3755,12.3442,12079032.52,214263.43,12082075.06,1768426.92,-2349350.74,159005195.6,107533965.2,51471230.4,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
916,2.5791,37.3319,12.8367,6.3272,5.6266,6.012,4.372,953298756.16,8182236.67,663124096.76,-82714215.29,48191437.12,1244097957.48,464445934.01,779652023.47,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0
917,17.2055,4.2377,99.3799,3.1048,3.2732,4.4778,2.033,10208897.23,11522543.79,7187929.84,-15970459.49,29761528.07,942772512.15,39951742.12,902820770.03,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
918,1.1658,61.7293,26.1217,3.2369,3.5634,1.9991,2.2703,961627693.97,-1192545.78,1029427525.97,127359150.94,20178249.16,1657356907.11,1023075395.54,634281511.57,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
919,4.3236,11.4822,56.98,1.7369,1.4927,1.6342,2.7483,1118818940.82,3976969.47,1163045340.8,140955595.03,66215322.36,4368255097.5,501571494.68,3866683602.82,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
920,3.6376,26.0416,37.7542,22.1394,21.3204,17.9516,4.2346,312305204.09,5499695.93,193944002.08,35892397.88,53514297.64,349990990.5,91143211.46,258847779.04,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
