ID,流动比率,资产负债率,销售毛利率,净资产收益率,投入资本回报率,总资产报酬率,应收款周转率,营业收入,所得税,销售额,经营活动产生的现金流量净额,净利润,资产总计,负债合计,所有者权益合计
659,0.8886,67.4912,61.6893,33.8229,14.8421,11.3527,3.6567,284946515.24,31101166.62,308548315.77,192884000.68,144415519.91,1534628121.55,1035739140.32,498888981.23
660,6.0805,11.0018,42.6297,15.5866,15.4486,15.4479,9.4904,382810430.37,7011327.47,390080517.65,73249685.41,77572076.54,598819417.11,65880910.86,532938506.25
661,2.1624,41.1897,69.071,50.3658,50.4631,41.5573,2.9639,48475781.52,2416382.75,40530023.24,8246506.72,11510801.62,39690743.49,16348478.97,23342264.52
662,1.5684,30.0119,75.4086,8.5142,7.6445,7.178,1.1424,372052345.23,4291648.24,415052311.23,126655576.93,122168567.11,2032227418.37,609910140.9,1422317277.47
663,0.8876,41.859,27.9811,11.8508,9.6308,11.9424,58.8059,6751403407.36,269870318.36,6204075466.24,1078100484.38,711398589.53,10659554629.27,4461982148.95,6197572480.32
664,1.5137,60.0428,46.5303,63.1892,57.6558,28.3478,17.9897,329765329.81,5787167.01,362744974.03,88371123.42,46497379.12,226174531.51,135801422.09,90373109.42
665,7.3478,12.2853,54.6706,14.4149,13.9477,13.4644,4.7354,385149471.4,13154658.27,419266384.48,87416696.02,87459229.74,943624092.04,115926655.65,827697436.39
666,1.6962,47.3835,27.7445,23.8681,23.4909,14.7367,4.4787,620627026.07,10069015.18,554896579.3,127938010.34,75081503.03,669148749.01,317066370.01,352082379.0
667,5.0188,15.5383,47.8763,40.7047,34.7381,31.9805,2.3516,162093846.99,3457806.43,177972825.05,14765187.88,82719359.8,305029897.09,47396375.15,257633521.94
668,1.1768,55.4416,18.4341,10.4269,9.3644,6.4583,144.4445,100491618178.7,1189579538.89,118613788260.6,-1076670066.87,5043386456.53,110547073781.6,61289112131.14,49257961650.46
669,2.1953,44.1716,17.7362,23.4102,11.0717,12.637,3.5001,1675849798.78,29620451.81,1519580686.78,-224633840.76,69743046.83,904248518.35,399421367.3,504827151.05
670,1.1856,64.8504,25.904,,7.2053,3.6698,1.9543,304268068.88,863351.63,241954089.23,62143318.43,13549760.3,392754233.88,254702521.9,138051711.98
671,3.9408,17.2756,72.5012,15.8799,14.8039,14.8697,3.0775,1896608630.19,139697386.3,1647798368.9,422460842.44,749602998.13,6313213299.08,1090647075.15,5222566223.93
672,7.2979,13.8607,60.1106,18.9073,18.7864,18.5142,18.5556,465493823.07,12937622.76,449362435.58,104913963.07,107109108.29,707167220.88,98018342.76,609148878.12
673,1.412,60.9442,13.3348,4.8797,4.6567,2.466,0.7659,9068796959.61,41356263.97,8720855200.29,158819244.48,370214943.04,19935870808.13,12149758168.42,7786112639.71
674,1.2607,69.4811,7.7931,9.1831,7.0093,6.393,4.4233,8338232823.62,55488717.41,9391109730.21,-447163764.97,145006073.94,5132422708.63,3566062599.21,1566360109.42
675,1.8886,27.8129,16.2401,26.8656,25.4574,26.5973,19.5412,17013003445.76,689860012.64,18618182072.06,2602674573.89,2051638738.92,11865724097.93,3300196941.15,8565527156.78
676,0.0797,800.9247,14.2251,40.1864,,-104.2566,0.5435,146448045.62,8874889.9,152525318.64,-80675648.25,-1789830065.9,708758045.43,5676618223.29,-4967860177.86
677,3.0226,40.7824,21.833,-1.8984,-0.6223,-0.4367,2.9572,517904537.53,-1757548.33,252396792.48,22187139.58,-9199900.54,1124135413.46,458449235.27,665686178.19
678,1.2268,55.8815,24.7749,5.852,4.8684,5.4421,2.4178,2286467012.01,40336093.15,2066834939.6,-362319789.01,162108742.08,5880344364.46,3286022466.13,2594321898.33
679,9.0349,7.6972,57.8668,11.7868,11.595,12.2612,14.251,150601001.59,6118506.07,165938317.31,44020819.53,38146038.22,457057469.19,35180815.26,421876653.93
680,2.0033,42.4848,27.4919,,2.5064,,6.8143,366408800.49,3153241.46,268848626.58,-65437917.79,23771689.83,534898431.8,227250795.36,307647636.44
681,1.7349,28.6127,14.992,5.0762,5.3688,4.3311,6.9834,1279907776.04,4741459.86,981443787.7,-15882657.98,51117177.27,2014346560.12,576359120.78,1437987439.34
682,5.1423,23.4646,75.0672,15.7109,14.4927,13.3171,15.7821,1043860465.03,12871103.7,1015081940.35,159043847.38,106844362.93,1138419861.16,267125308.96,871294552.2
683,1.1203,57.4593,19.5528,2.5874,3.199,2.9637,3.3606,554199007.25,1548424.98,530551592.04,6732418.82,9965259.23,954463722.91,548428213.3,406035509.61
684,1.6867,39.4335,35.5779,2.5539,2.8058,2.5425,1.3097,626710368.71,2803956.23,647424114.65,95090718.56,21507203.17,1469367398.18,579423453.28,889943944.9
685,1.4028,64.9397,27.5356,25.803,15.963,10.3465,14.0668,259664820000.0,4122639000.0,211230723000.0,27861080000.0,21650419000.0,263701148000.0,171246631000.0,92454517000.0
686,2.5698,28.4987,28.7489,13.6213,11.8759,10.273,5.7176,1131402755.08,17376673.27,1145464740.19,185309764.39,121257747.27,1753133272.12,499620768.62,1253512503.5
687,1.2552,66.6569,13.4507,3.8192,4.0713,2.8855,2.0855,1485915280.27,9194148.76,1148708691.73,-486292439.14,48572022.3,3848852036.57,2565527164.52,1283324872.05
688,1.7956,71.4317,50.546,17.5043,10.4856,12.197,1.659,880150261.93,43501013.02,835474933.94,-938842765.89,118213079.3,2570835305.72,1836390929.94,734444375.78
689,1.2413,50.659,34.2985,1.7985,3.6503,4.372,3.6755,1402025480.83,46392177.41,1375109332.52,449325550.34,140882351.65,7104313007.56,3598975479.64,3505337527.92
690,7.7206,12.7062,55.0222,10.3398,10.0809,13.8114,2.5934,242227557.01,6323632.99,194951034.93,-9634213.91,30786295.43,408138874.32,51858830.71,356280043.61
691,2.6838,29.4217,38.005,6.4094,6.0343,5.1656,4.3247,3853480246.44,20549346.68,3597467541.86,32079199.75,169217955.12,4029658072.67,1185592607.84,2844065464.83
692,1.13,58.9124,11.6307,7.0133,6.35,3.4838,4.7165,3156324223.54,4454453.84,2877769125.67,-167179238.45,76777514.95,2744114383.73,1616624487.64,1127489896.09
693,2.2628,39.2133,33.7946,34.5801,28.5623,24.9837,30.2136,4479876386.29,163870007.05,4541136788.19,1103443415.26,1044221433.58,5673449363.79,2224744077.17,3448705286.62
694,6.8911,11.9495,50.2253,6.456,5.1737,6.1953,2.5584,1013301356.67,15833145.25,963266317.52,206783846.95,178552028.75,3205321638.61,383021252.5,2822300386.11
695,2.1681,25.6617,18.7438,13.0714,12.086,10.6131,4.6758,7659568013.04,61442638.32,7669375337.25,301192024.67,713913767.65,7889658082.27,2024620988.36,5865037093.91
696,3.164,23.4722,81.1158,17.8087,17.5256,16.6956,1.5612,1618764010.55,58167229.88,753902303.6,-297970259.63,394051802.67,3078858116.98,722676706.84,2356181410.14
697,3.6626,29.028,41.4912,10.7004,9.1522,7.2192,2.9677,163947723.54,-3550.46,170941266.44,23388956.69,16358498.31,266167955.79,77263268.57,188904687.22
698,3.4435,20.4272,23.3177,6.9167,6.6409,6.2031,3.9104,880647149.18,11601963.75,578449876.88,174620847.49,78002788.45,1785975636.02,364824519.33,1421151116.69
699,1.5932,43.9796,36.6127,25.1506,21.205,18.5001,3.6958,369842366.19,9512619.94,247399239.13,23817280.08,54002299.11,410738322.11,180640957.32,230097364.79
700,4.2003,19.4007,30.7393,9.3754,9.0127,8.5435,2.3686,363361457.43,5388346.72,170448399.84,20062885.71,36845829.49,505636916.3,98097181.12,407539735.18
701,9.5225,6.6215,62.0766,1.4534,2.9208,4.8885,10.9168,215843734.68,11925224.44,266233526.09,45269307.34,31666243.32,891215777.64,59012008.85,832203768.79
702,1.8607,47.0193,74.7163,24.5056,20.408,14.8066,5.9333,168502549.2,7255496.68,175118724.36,25076597.7,40279251.77,349661407.14,164408242.36,185253164.78
703,1.36,59.0247,21.6617,8.0192,6.7455,6.7607,4.4102,7533638446.39,295235577.3,7800533593.85,967493134.33,453682516.01,13220234689.96,7803205632.12,5417029057.84
704,1.1753,37.3991,69.7822,21.0172,20.1482,15.3761,10.7947,613248113.99,15631463.02,542638617.84,64799140.15,88489440.85,732016477.37,273767698.86,458248778.51
705,1.5017,29.8252,27.8663,9.8561,9.0568,8.2805,3.3061,3209860300.41,59551543.47,2583351654.33,350349574.88,444446228.11,8781787787.85,2619182279.14,6162605508.71
706,6.2504,19.1283,43.4282,18.3348,17.7009,15.5511,14.1527,531505272.15,9771731.69,561179227.09,121426643.08,93870960.54,941371927.52,180068889.95,761303037.57
707,2.1889,15.9307,65.931,5.7769,5.7562,6.0538,24.9268,970716005.65,35517373.36,951329377.95,199082344.96,153313925.35,3190770641.08,508312413.16,2682458227.92
708,1.4299,50.7826,19.2232,-48.5323,-34.0615,-27.14,4.3276,2048308737.25,14725776.94,2401746943.02,162428778.19,-677954591.92,2061495090.19,1046880400.73,1014614689.46
709,3.3738,24.1662,42.4405,27.7131,27.3866,24.5536,6.5267,472759655.19,18879463.9,449246132.14,112602335.23,101752858.95,553339219.18,133721323.48,419617895.7
710,2.314,29.8873,17.0543,9.6225,7.9795,8.5819,11.8774,1212719997.32,15086592.57,1110240083.85,2077876.68,64578204.94,1270071915.87,379590625.32,890481290.55
711,0.9859,55.0772,21.7982,12.6038,8.3677,9.305,11.0369,4821675351.22,121650803.96,5403825452.15,862031143.99,414036287.88,7409386658.24,4080886371.41,3328500286.83
712,2.6873,43.1662,22.8648,6.1217,5.721,3.6163,5.7959,468736698.91,68031.89,599444568.25,104491610.07,30461959.7,902350051.17,389510508.0,512839543.17
713,1.6112,40.3875,51.3794,5.8823,5.4431,5.2047,2.5032,5444688147.38,97873023.88,5015337319.54,362726217.78,479179742.67,13340336352.99,5387823164.83,7952513188.16
714,1.3656,34.179,24.9915,17.7079,13.7236,12.6809,11.4215,554719478.44,5119447.95,350618403.45,48638315.67,50251628.68,513078856.23,175365026.33,337713829.9
715,3.6747,26.6969,23.8992,18.8927,17.6648,14.6483,3.0505,819257483.59,14174184.23,1090574685.32,36772534.67,72662434.67,714405994.92,190724099.58,523681895.34
716,1.6274,42.134,35.5418,20.6092,19.2172,14.5052,10.2126,7048258292.1,116203082.21,7849132316.96,1189423339.49,737440933.8,6341816428.27,2672059005.47,3669757422.8
717,2.0612,35.1413,34.9034,19.8004,19.5865,13.7478,19.3426,2156875383.12,42265776.52,2551980678.49,396074322.35,234222776.84,2620329242.2,920817835.48,1699511406.72
718,10.1632,11.9216,51.236,17.4919,16.3876,18.1371,4.6416,410364502.5,26502247.55,343125935.78,76038489.56,99882266.64,779330217.36,92908732.45,686421484.91
719,2.1808,21.9155,25.6852,5.9077,5.7886,5.7075,4.2003,778359980.85,8979312.87,884896257.64,117535230.93,53225937.65,1134212820.71,248568036.83,885644783.88
720,1.437,57.2168,21.1964,21.5076,15.2613,9.8421,1.878,582530840.36,6774103.02,311875775.46,-16642472.2,49888280.88,645716979.13,369458433.13,276258546.0
721,1.2323,64.2852,36.6345,22.5455,17.2157,11.3952,20.0353,2483111196.74,53337782.85,2856713909.66,130554953.52,112816421.96,1859457114.32,1195355575.5,664101538.82
722,3.3982,20.2486,35.674,11.6768,10.6253,10.9349,3.9946,522069223.65,12418206.7,538833888.26,32550022.43,80664328.39,900073725.18,182252304.2,717821420.98
723,1.6852,55.7734,68.3569,22.9015,22.8664,15.9306,0.6187,156126187.18,12250468.93,111595026.4,59610457.82,61678745.23,484126458.72,270013656.94,214112801.78
724,1.054,44.3419,32.0576,17.4418,13.0841,11.9605,268.1712,7585004069.43,210116359.99,5642055338.97,2351840587.34,1141778338.36,12716134927.16,5638579279.47,7077555647.69
725,9.7266,7.2278,62.417,18.4774,17.183,18.7134,4.4385,2368176569.28,119789389.43,1729647914.42,177417522.59,803696239.93,5219312384.5,377239189.91,4842073194.59
726,2.666,16.2466,31.6296,12.4663,12.3036,11.4272,4.5413,1918176437.58,36675646.41,1355194872.81,276558509.11,346912205.56,3436059478.05,558242942.6,2877816535.45
727,1.7006,43.3649,3.3295,-2.3536,-1.5861,-1.0866,1.8288,1268669773.61,-12418606.44,1146157574.22,82282973.06,-66278170.93,4449224982.76,1929402503.61,2519822479.15
728,2.1903,27.4568,21.6556,8.5942,8.1852,5.1626,3.5264,1065895379.97,8117970.71,1007188129.03,59366794.83,72339270.02,1210168555.45,332273311.48,877895243.97
729,1.7217,52.4696,12.0965,34.8948,31.9381,19.1697,48.6732,2344726949.46,18473494.34,2515498256.14,13299938.31,85872704.89,708797772.56,371903560.09,336894212.47
730,1.1571,55.2115,18.8963,20.5406,14.0411,10.869,10.2901,2026705867.5,21089253.82,1554102581.78,203114858.13,117626990.38,1555534519.91,858834217.45,696700302.46
731,2.9667,24.1535,32.6704,10.5284,9.1245,9.5567,3.6284,507195935.99,12636223.0,361236440.04,27489667.33,64363749.96,942481268.99,227642324.74,714838944.25
732,1.9162,33.906,18.9866,4.5894,4.064,4.683,2.4434,2206938467.64,30376485.58,2293134647.59,221364281.66,137701030.73,4505679058.91,1527695528.51,2977983530.4
733,2.4018,35.0601,4.1908,5.3245,6.8596,8.1034,8.3905,5451501746.73,18306647.82,5764044148.28,-315498066.16,58831640.28,1753199298.49,614673509.37,1138525789.12
734,1.0158,49.1859,30.6813,21.2618,15.5929,12.6798,4.4958,774998599.13,20385098.8,535074883.4,79686958.56,85359244.66,935210859.6,459992021.78,475218837.82
735,3.081,23.5954,38.3352,1.8954,1.7613,1.7516,6.7485,747282041.51,2865527.49,796796552.91,-16900218.15,16019406.44,1159422873.26,273570264.9,885852608.36
736,1.8367,47.1184,37.3543,9.887,9.6385,7.0342,3.0586,756328033.16,16532687.58,549538368.01,16613843.41,90260735.62,1705911115.3,803797754.92,902113360.38
737,2.7859,30.2888,54.7023,21.8607,20.3941,16.206,5.7196,445957893.7,2228095.62,431797353.68,198515802.74,110219290.56,803352182.03,243325942.66,560026239.37
738,1.8383,38.2032,31.0994,18.6338,14.3806,12.5581,6.1633,1142409913.44,15554750.78,799611322.38,31396413.38,128320086.71,1490758731.95,569517464.41,921241267.54
739,2.9601,33.7573,81.8747,93.4456,93.3354,71.8657,31.2514,210378377.8,23120062.62,245978468.18,129139689.84,131092121.91,271476393.71,91643185.87,179833207.84
740,2.1787,34.5197,19.6952,2.9856,2.592,2.0476,3.2218,1073216984.25,-982367.94,1189956585.19,-47511582.43,27164920.76,1488952176.99,513981883.22,974970293.77
741,1.5281,52.0786,37.6904,,10.8434,9.2812,3.6357,1222666990.31,28013075.62,998470527.65,373643787.3,208980208.62,3891071284.09,2026416931.05,1864654353.04
742,1.2528,39.2634,30.334,18.7056,15.6132,13.4871,7.8455,597948667.8,9646540.37,464311554.03,84381642.57,65594671.84,585803096.71,230006457.59,355796639.12
743,2.144,45.707,62.8744,44.2017,43.9146,23.2399,9.4149,156681302.5,4185289.44,179982058.45,43912453.27,35903504.06,236081602.16,107905873.29,128175728.87
744,1.4417,29.0591,37.2856,4.4081,4.2995,4.0135,1.7967,639386047.78,5556634.11,713594295.79,53835501.12,54457030.49,1796732431.63,522114809.57,1274617622.06
745,7.0004,10.5657,47.9061,25.7197,25.4199,25.1927,3.2995,174848427.55,8290678.74,147515939.08,52756956.18,52750768.83,284349735.99,30043680.17,254306055.82
746,1.064,46.2146,22.7425,4.669,4.7387,4.5763,2.9878,1429480842.35,17625332.81,1308445498.56,-29929596.3,88390489.75,3247437831.13,1500790198.33,1746647632.8
747,18.0164,4.3834,12.3612,6.9219,6.834,7.887,18.6776,966909462.65,12419871.12,962709390.91,60650591.12,64496644.42,998759207.18,43779236.66,954979970.52
748,0.7338,56.5537,32.3973,10.284,8.3035,7.7301,3.8532,6044700259.24,141600895.81,4175530849.69,1429961949.29,611946377.99,14141946396.53,7997791650.56,6144154745.97
749,0.7695,53.9688,26.294,14.4541,11.2021,8.629,6.9579,399252410.53,7257145.44,288533166.24,61490925.22,46770082.06,746613111.87,402937795.28,343675316.59
750,5.2596,24.0275,19.5176,14.5065,14.3511,13.6051,7.4213,1718843597.13,27741947.32,1476853493.76,205119735.74,197026713.09,1889400012.71,453976254.9,1435423757.81
751,1.54,42.9557,19.2979,18.1108,12.9816,13.0767,9.4463,136155934.09,993408.14,136579660.53,4186121.64,7100972.74,78755843.09,33830094.16,44925748.93
752,5.0686,19.587,51.8217,18.0423,16.4797,16.9109,1.2451,72485276.45,2658661.0,70110920.59,11142020.76,17565998.41,138262999.64,27081578.6,111181421.04
753,1.1518,64.1356,23.8838,,25.6322,,5.6398,651061823.25,11995058.42,705776137.01,53158114.83,69945466.0,460412786.65,295288732.91,165124053.74
754,1.8754,36.2036,69.4069,36.8151,34.8051,27.9522,6.2103,406528838.52,16076780.74,362865228.74,29003913.55,95157729.57,479735606.29,173681666.82,306053939.47
755,0.9075,77.2221,13.1169,1.0715,4.2787,2.6964,2.0273,11191136526.57,2016105.11,13842041654.13,3379332202.14,56486951.62,18823759428.22,14536093894.11,4287665534.11
756,2.4241,29.6412,33.3417,27.2177,24.3712,22.186,25.2953,990210856.38,46435662.0,1142235129.08,136263894.65,142892686.36,843404654.11,249995279.05,593409375.06
757,1.3088,60.1403,27.9541,18.1651,12.7662,10.2465,2.8711,525508859.03,9112550.89,286787161.56,-84801352.87,62128692.69,951369112.37,572156185.05,379212927.32
758,7.5483,18.3752,49.4343,11.8458,11.7372,10.6325,1.4829,949367374.91,25720778.25,1045340360.43,418195368.92,237198522.42,3176058196.9,583607408.19,2592450788.71
759,2.7936,24.2221,19.7587,6.4791,5.8488,5.7144,11.2278,642853218.39,5127171.27,706553329.8,101576034.39,36334554.81,750828281.84,181866614.05,568961667.79
760,1.7908,46.2345,25.3481,8.1151,7.0967,4.1356,4.5025,463577407.79,2911464.92,452336222.36,57007937.33,13555764.72,315517640.15,145877944.32,169639695.83
761,3.3027,30.9095,47.7259,2.3937,2.3086,2.5008,1.6182,262752759.6,4059259.37,306217873.99,27049171.52,12650190.51,771096010.74,238341946.54,532754064.2
762,1.4749,38.1976,41.6603,5.6351,4.3918,4.246,2.1763,400107744.17,6732636.15,407616926.92,-75617166.8,44871265.32,1627110919.1,621517965.07,1005592954.03
763,1.314,56.525,33.2218,30.3292,22.7696,14.5184,4.1156,4628165363.6,153529091.28,4566315706.04,919477800.32,762738681.0,6947584362.82,3927122998.76,3020461364.06
764,2.4603,25.1469,46.9584,6.5983,5.0976,6.5415,4.0781,792027581.7,26212127.21,813272727.83,102014289.97,114776348.58,2251488413.64,566179688.42,1685308725.22
765,1.2505,44.0305,46.2241,13.6965,10.5646,11.3019,3.2723,1805167985.08,63259559.38,1629331614.81,-128396513.53,225091551.34,3251308902.36,1431567501.51,1819741400.85
766,3.7542,23.0262,26.0736,4.8347,4.8968,5.0019,1.6506,754051745.82,11659144.43,582132896.53,-20448846.06,68401902.45,1674886981.3,385663318.28,1289223663.02
767,3.7882,14.3955,19.1225,0.3891,-0.0105,0.0326,1.0749,353524442.06,-4447751.09,292598863.1,-9607841.11,4923344.94,1485128366.62,213791476.41,1271336890.21
768,1.6656,24.6866,11.8347,0.4872,1.1098,3.2805,5.6506,706819759.09,16532467.86,418580468.05,62551842.35,6403689.88,872712659.54,215442949.17,657269710.37
769,0.824,53.0966,6.0913,2.8535,3.2818,2.6295,1.6154,206396643.37,599386.02,232801684.64,-46569673.89,9891580.72,747857239.93,397086444.79,350770795.14
770,1.6983,42.5792,52.8331,24.1551,19.6575,17.4674,2.1053,1306695731.48,57530737.19,575480158.32,-200999224.31,344013275.91,3418094405.6,1455397047.03,1962697358.57
771,3.3459,22.2231,50.677,7.8291,7.563,7.2395,2.8625,376698026.76,9328233.35,357141037.51,112055105.85,64671812.77,1086680211.24,241494211.87,845185999.37
772,2.7421,28.6438,25.6788,10.8968,10.0375,7.7163,3.8814,961111430.65,11559151.53,791476635.75,88254969.09,77907371.67,1083140580.71,310252995.26,772887585.45
773,2.7095,15.6154,70.2649,3.6063,6.1828,4.7556,2.2502,2283757176.83,-16498952.09,2716492179.67,896256737.67,340312691.04,6110139816.67,954121264.29,5156018552.38
774,1.34,52.5038,28.1825,5.3904,3.495,4.0329,2.6244,1025567733.65,14287648.38,854822209.34,-468776079.71,35195244.82,2211716533.07,1161234744.94,1050481788.13
775,1.6982,32.0755,48.8737,29.1142,25.3524,23.0828,8.8403,1031180965.24,43933457.81,857607357.14,1300210.39,194911146.21,1129087794.96,362160733.57,766927061.39
776,1.6925,43.4726,12.8274,9.1323,6.173,6.5056,11.9823,2772135813.82,24112076.78,3141996008.23,-145946531.3,128657225.01,2872804942.41,1248882438.63,1623922503.78
777,2.6044,15.2321,64.0379,14.6854,13.5475,14.0552,11.7825,134252298.92,4145868.97,155225277.2,24763694.66,24966894.82,224077686.69,34131752.83,189945933.86
778,5.9727,15.0496,95.104,13.7606,12.1503,13.0685,7.2171,1022164265.75,36281623.02,1002990078.63,263108138.33,263929840.55,2920192461.76,439478033.07,2480714428.69
779,0.6902,80.2707,38.154,-14.172,-55.7558,2.0381,7.0772,358470846.72,6106270.37,305230063.48,70706116.33,-5670163.13,464072980.0,372514593.9,91558386.1
780,2.2892,37.2202,20.38,32.4493,26.5637,21.2192,24.5679,1832163072.1,27566889.64,1277064625.64,147130296.98,197552356.59,1087366851.05,404720252.58,682646598.47
781,2.2245,32.8946,48.5913,20.4072,15.8237,15.3962,1.4647,208409865.54,11634811.38,168162383.6,20659642.78,72636578.17,444025462.53,146060196.11,297965266.42
782,0.6705,60.6115,13.3644,2.401,3.3385,3.8906,66.1972,4531496188.64,45496122.59,5060221680.05,1152773101.21,153170486.43,15585584733.96,9446656134.78,6138928599.18
783,0.9216,48.6634,32.7401,16.8071,12.7105,10.6372,314.504,1993708983.68,77367570.15,736952985.06,-415644463.05,405119935.81,5868916662.92,2856012474.87,3012904188.05
784,2.0234,27.1969,42.8458,-16.4935,-14.869,-12.6132,0.9871,429832554.62,-7206278.78,374368188.57,-32511919.8,-215403410.69,1621025505.89,440868314.96,1180157190.93
785,4.1627,22.1105,24.5658,13.6414,12.9669,14.9189,18.9,919672119.19,19951267.9,1023675231.97,76630143.78,55039122.81,526819760.6,116482533.99,410337226.61
786,2.169,41.3692,25.5498,27.113,24.8831,18.6645,2.9957,1807002594.65,37763131.83,1209307222.39,81450870.5,216847770.16,1587396220.47,656692720.77,930703499.7
787,1.6918,43.3073,38.0258,16.1191,15.0437,12.1661,2.8068,2038788127.61,43278019.0,1989323889.27,99920290.86,217437483.7,2545482401.03,1102380488.79,1443101912.24
788,2.2509,37.987,62.1435,6.9582,6.4686,6.2227,3.4977,1100658652.03,95962367.37,1862149843.16,70572772.92,358141671.22,9426863475.88,3580981439.57,5845882036.31
789,7.3639,11.625,33.9229,9.0742,8.8719,9.1514,6.6552,301253031.7,7422306.61,229261481.41,61055308.19,50574345.72,801494816.97,93174153.73,708320663.24
790,2.0687,34.6638,84.6042,17.5302,14.3882,14.0915,3.8046,240820370.86,5690215.63,231980723.14,21023728.66,33474665.95,319262524.57,110668664.64,208593859.93
791,7.5919,8.1199,9.4149,-6.5666,-8.9931,-7.4841,8.3782,716895600.63,-64452954.38,759171720.01,-44326706.58,-217476945.53,3550808807.83,288322677.09,3262486130.74
792,5.3701,12.9849,14.5868,7.0629,7.0984,7.1189,6.9056,634858011.57,7276321.87,387461426.33,54949477.32,42832828.66,712592214.96,92529482.12,620062732.84
793,2.0925,55.473,36.199,16.1054,10.3604,10.4621,2.3955,17989536240.19,363955498.07,20081094507.76,1493789722.76,1591931837.15,25171842357.69,13963583396.86,11208258960.83
794,2.4453,25.4445,24.3219,8.3042,8.99,9.6989,5.1261,350845779.35,8270421.75,369795913.16,12685559.95,29791975.65,447477465.86,113858494.25,333618971.61
795,2.817,24.5675,58.6895,24.3312,24.7042,21.8701,3.2511,233887650.41,10473979.06,193499444.9,39522285.95,62484539.21,359927941.09,88425148.22,271502792.87
796,1.7976,43.8653,28.8114,-8.95,-8.1461,-5.4462,14.6388,1226017671.63,12966372.7,1398227962.45,108428190.6,-258101012.93,4549570657.17,1995683431.27,2553887225.9
797,2.2401,38.467,20.3594,3.5319,3.4034,2.6198,1.63,969781614.27,11064540.73,860946257.79,101915258.43,62745944.42,2948160073.98,1134068511.46,1814091562.52
798,1.6416,53.0337,28.2039,,72.6387,33.1878,18.4404,293751700.82,4544014.74,343306305.49,4077598.8,49672279.22,145599204.47,77216584.79,68382619.68
799,1.0804,73.4056,22.155,-16.3088,-4.8123,-3.0187,0.9645,1415404853.57,6970206.37,1614289920.04,68221162.99,-150365562.86,3008886666.41,2208691907.78,800194758.63
800,6.7863,15.1024,70.5587,13.3971,12.6811,13.4258,4.0773,300317298.79,10511660.37,335950972.34,89833114.42,68283986.86,634260826.35,95788648.13,538472178.22
801,4.1705,23.207,71.5943,23.1311,22.8271,20.5532,1.3845,212674101.67,12944503.85,215907102.0,56986145.12,79846387.58,501495303.54,116382130.74,385113172.8
802,7.3605,11.5679,87.8045,16.3208,15.6101,15.6113,33.5277,1213209064.74,32891207.88,1501887432.34,499396887.72,317441318.46,2312773222.44,267538956.74,2045234265.7
803,2.058,28.2932,40.817,21.288,18.2762,17.726,2.8498,324169441.41,9968370.16,191247116.3,28338052.77,68986316.04,500029332.11,141474190.94,358555141.17
804,1.069,85.1592,9.7119,,3.4166,2.9981,7.9417,1861611886.82,7259278.68,394435471.11,-215973674.71,18233340.34,2028641985.53,1727574863.67,301067121.86
805,3.3319,32.1945,46.655,21.3487,19.5983,17.2004,2.6517,895080970.69,23291114.91,961355671.96,118319739.12,168962112.69,1273981592.61,410152330.97,863829261.64
806,0.7119,68.845,31.5223,7.4214,5.4929,5.0282,3.7328,2116173231.18,47651074.1,1790488283.06,42982648.73,184315752.0,7620286359.71,5246187352.3,2374099007.41
807,2.904,26.7796,29.6378,2.3374,2.4062,2.181,1.3414,211284379.99,145367.73,168999150.24,-46154434.69,8189123.65,479541710.14,128419441.12,351122269.02
808,2.8671,33.0594,77.9214,88.5355,88.374,66.3538,2.0799,87459423.82,6105612.61,58023255.45,5724301.14,37146880.01,90696006.55,29983580.12,60712426.43
809,0.8409,69.3411,41.376,6.612,4.8886,3.3019,4.5727,7466555237.42,12367256.03,7158653741.54,285090647.02,201369060.67,11718744245.03,8125906330.73,3592837914.3
810,1.4573,37.6141,49.4508,26.9717,22.5578,19.0632,8.5515,213634957.72,8501092.04,136938567.78,66087763.64,54161254.91,411878651.24,154924304.21,256954347.03
811,1.4931,45.2806,23.9001,11.0592,10.7947,7.5317,5.6125,2119601121.07,36242150.09,2033609872.99,72090643.07,166391244.13,2964186820.72,1342201059.8,1621985760.92
812,1.1416,39.3209,6.471,-33.1786,-27.7799,-18.6655,0.7451,370389639.67,14825470.54,490805008.32,-264436400.05,-484196295.45,2041334214.78,802671849.52,1238662365.26
813,0.4898,92.313,0.5124,-185.2904,-154.4274,-112.7612,30.7788,2546615546.41,1075873.22,3300407047.06,1262925.39,-623050433.57,326404853.21,301314065.19,25090788.02
814,1.9989,40.2112,75.4955,38.8661,36.2934,25.5631,12.6548,2472474537.36,67526585.71,2871995556.93,765428541.12,573519304.75,2911144598.05,1170607195.55,1740537402.5
815,1.2412,89.4915,15.3527,17.1522,4.7053,2.9488,6.9222,348426457458.58,8246075651.65,419025168949.18,42172427796.58,16023308488.09,1036545456299.88,927619604477.99,108925851821.89
816,2.6373,18.8222,35.9456,11.5715,11.2297,11.7262,2.5478,269338270.38,15396314.05,282474533.98,28602531.89,47592741.21,526117369.28,99027125.15,427090244.13
817,1.0328,52.8175,58.3566,30.0988,20.6163,19.1474,7.2309,3441886027.95,119822846.11,3515415995.39,237486989.74,369645279.23,2858748336.82,1509919085.86,1348829250.96
